Transaction_Amount,Account_Age_Days,Time_Since_Last_Transaction,Transactions_Last_24h,Transactions_Last_7d,Avg_Transaction_Amount_7d,Avg_Transaction_Amount_30d,Distance_From_Home_Location,Device_Risk_Score,Merchant_Risk_Score,Velocity_Transactions_1h,Velocity_Transactions_24h,Chargeback_History_Count,Failed_Login_Count,Session_Duration,IP_Risk_Score,Behavioral_Anomaly_Score,Card_Usage_Frequency,Credit_Limit_Utilization,Geo_Location_Risk,Transaction_Hour,Days_Since_Last_Address_Change,Num_Unique_Merchants_7d,Amount_Deviation_From_Avg,Email_Domain_Age_Days,Num_Cards_On_Account,Previous_Fraud_Reports,Merchant_Category,Transaction_Channel,Device_Type,Payment_Method,Country_Code,Account_Type,Card_Presence,Customer_Segment,Merchant_Size,Authentication_Type,Transaction_Day_Of_Week,Card_Type,Email_Provider,Fraud_Label,Time
46.5,1044,17.81,5,14,31.06,28.49,72.51,13.6,14.2,0,3,0,1,619,18.8,3.2,12.7,0.455,14.1,13,403,8,18.01,2189,2,0,restaurant,ATM,desktop,digital_wallet,AU,student,not_present,new,large,pin,Tuesday,discover,gmail.com,0,1032.6373528098816
106.53,1056,1.25,1,8,63.8,69.72,2.79,11.5,35.2,0,4,5,0,377.2,23.3,8.5,16.6,0.525,23.9,15,746,4,36.81,1715,1,0,restaurant,POS,mobile_app,digital_wallet,GB,premium,present,vip,large,3d_secure,Saturday,visa,hotmail.com,0,1033.9286697493494
10.96,1240,26.58,4,12,11.29,10.05,6.75,17.7,53.8,3,2,0,0,146.7,13.9,19.6,15.4,0.51,13.4,18,430,1,0.92,2737,1,0,online_services,POS,mobile_app,debit_card,US,business,present,inactive,medium,3d_secure,Thursday,amex,gmail.com,0,1035.7316334259024
216.15,1254,19.88,0,8,189.53,193.8,3.46,16.3,30.7,0,0,1,3,382.8,0,0,17.3,0.316,13.8,11,939,7,22.34,2068,2,0,grocery,POS,unknown,debit_card,US,student,present,inactive,enterprise,pin,Saturday,visa,hotmail.com,0,1036.6283190115666
12.78,1102,19.45,3,10,23.11,26.94,6.8,14.3,23,1,4,1,0,54.1,5.2,18.7,19.4,0.248,21,21,477,2,-14.16,2926,1,0,money_transfer,POS,tablet,bank_transfer,US,premium,present,regular,small,pin,Friday,visa,yahoo.com,0,1036.848098774417
29.01,1768,28.64,1,4,39.87,35.28,8.24,55.9,17.2,0,0,0,0,174.7,5.6,9.9,20.2,0.856,95.7,11,705,4,-6.28,66,2,0,grocery,POS,mobile_app,debit_card,DE,personal,not_present,regular,small,signature,Saturday,mastercard,gmail.com,0,1037.523905456532
38.65,884,22.97,3,7,30.75,33.66,6.69,42,30.4,0,2,0,1,110.8,3.3,5.8,6.8,0.354,30.4,12,554,1,4.99,2134,2,0,gas_station,mobile,tablet,bank_transfer,US,premium,present,vip,small,3d_secure,Saturday,visa,outlook.com,0,1037.8577230026838
450.06,1005,26.64,5,13,107.21,49.78,5.43,6.3,6.7,0,2,1,0,288.8,15.1,16.7,15,0.344,5.3,21,569,1,400.29,1580,1,0,jewelry,POS,mobile_browser,credit_card,US,personal,present,regular,enterprise,biometric,Tuesday,mastercard,other,0,1038.0282018460282
210.93,1125,21.78,1,12,150.84,160.66,13.49,28.5,0.4,2,3,0,0,601.8,20.7,11.9,28.6,0.178,7.3,10,416,5,50.27,1765,2,0,clothing,mobile,desktop,credit_card,US,personal,present,regular,enterprise,3d_secure,Sunday,mastercard,hotmail.com,0,1039.0942672072188
35.77,1462,32.77,1,8,46.83,46.41,0.99,12.9,30.5,1,4,1,0,662.3,13.4,10.5,0,0.144,17.6,19,485,3,-10.64,1652,2,0,health,POS,desktop,credit_card,FR,business,not_present,regular,large,pin,Sunday,visa,gmail.com,0,1039.1169939949302
75.77,1332,35.69,1,9,83.14,73.07,2.08,20.8,24.9,1,4,0,0,149,13.5,5.8,4.1,0.246,0,14,665,3,2.7,1557,2,0,entertainment,mobile,mobile_browser,bank_transfer,DE,premium,present,new,medium,3d_secure,Wednesday,discover,gmail.com,0,1040.4628040088937
14.34,1081,18.55,1,4,30.71,32.99,8.94,22.4,35.8,0,4,0,0,453.9,9.2,3.6,5.9,0.258,22.5,14,457,1,-18.65,2048,1,0,gas_station,online,mobile_app,debit_card,US,business,present,regular,medium,biometric,Tuesday,visa,yahoo.com,0,1040.8217810511005
48.24,856,20.53,3,12,107.45,97.32,8.6,8.9,0,1,2,1,0,299.8,13.1,1.9,25.5,0.194,0,16,467,4,-49.07,1806,2,0,restaurant,online,mobile_app,debit_card,US,personal,present,inactive,medium,none,Tuesday,discover,other,0,1041.4098474772745
10.18,1778,7.91,1,9,29.22,26.59,52.21,11.2,21.9,0,5,0,0,114.4,13.6,3.7,14.9,0.552,6.6,9,767,5,-16.41,1523,2,0,restaurant,POS,unknown,digital_wallet,IN,premium,present,vip,large,signature,Saturday,discover,gmail.com,0,1042.034456
40.6,1037,20.48,1,5,83.85,73.72,51.39,23.6,0,0,2,0,0,488.7,31.3,0,3,0.383,26.3,16,787,6,-33.12,1614,1,0,health,mobile,mobile_browser,debit_card,US,personal,not_present,inactive,medium,biometric,Wednesday,discover,gmail.com,0,1043.3423077948642
28.98,65,20.34,0,7,44.09,49.64,5.86,11.9,0,0,7,1,0,318.2,8,14.8,28.1,0.055,22.4,11,410,7,-20.66,1906,2,0,gas_station,mobile,mobile_app,bank_transfer,US,personal,not_present,regular,medium,pin,Tuesday,mastercard,gmail.com,0,1043.9295246722265
56.52,1353,24.71,1,13,100.08,113.51,36.64,19.5,9.5,0,2,0,0,133.4,7.5,10.7,14.2,0.336,7.6,10,695,3,-56.99,1851,2,0,clothing,online,unknown,credit_card,US,personal,not_present,regular,enterprise,signature,Thursday,visa,gmail.com,0,1044.4815372734108
46.36,1498,18.68,4,11,94.55,110.79,2.3,48,11.8,1,2,0,0,310.3,8,15.8,9.2,0.175,1.8,19,39,3,-64.42,2214,2,0,entertainment,online,tablet,bank_transfer,FR,personal,present,regular,small,3d_secure,Thursday,mastercard,yahoo.com,0,1044.5215440498644
12.76,1175,24.58,0,9,8.38,8.31,7.36,10.6,16.2,0,4,0,0,255.8,4.7,5.8,11.3,0.359,19.4,11,446,5,4.45,1568,2,0,entertainment,POS,desktop,credit_card,GB,personal,present,inactive,enterprise,pin,Saturday,mastercard,yahoo.com,0,1044.9453257142181
52.17,1585,27.25,1,9,62.17,64.14,5.96,30.1,25.6,0,1,0,0,201.6,3.2,16.8,15,0.073,41.5,7,625,4,-11.96,2895,2,0,grocery,mobile,tablet,digital_wallet,DE,premium,not_present,regular,medium,3d_secure,Sunday,mastercard,yahoo.com,0,1045.039702022997
13.44,942,14.86,1,11,31.87,31.85,135.44,91.5,6,0,15,0,0,127.6,17.2,13.1,7.9,0.38,31.1,14,469,2,-18.4,2912,1,0,grocery,POS,tablet,digital_wallet,US,business,present,inactive,enterprise,biometric,Friday,mastercard,gmail.com,0,1045.815308
24.08,979,18.63,3,11,22.07,20.07,9.43,13.7,25.6,0,4,0,0,112.4,11.3,4.6,12.7,0.52,0,19,490,4,4.02,2360,2,0,gas_station,mobile,mobile_browser,digital_wallet,CA,personal,present,vip,medium,pin,Wednesday,visa,other,0,1046.2316870808486
24.7,1704,17.51,2,5,48.15,50.07,7.55,7.8,23.8,3,1,0,0,503.6,12.7,0,19,0.814,24,14,664,4,-25.38,2615,1,0,gas_station,POS,mobile_app,debit_card,CN,premium,not_present,new,small,signature,Thursday,mastercard,gmail.com,0,1046.892971961918
41.09,1263,18.2,0,25,34.18,35.2,1.45,23.7,23.3,0,1,0,0,169.7,19.4,12.3,15.6,0.553,20.6,4,507,4,5.89,2644,2,0,grocery,mobile,mobile_browser,credit_card,CN,business,present,vip,large,pin,Sunday,mastercard,gmail.com,0,1046.9176603111794
30.3,1202,41.99,0,12,50.33,45.69,3.12,14.7,44.5,7,2,0,3,80.3,0.2,6.1,13,0.56,13.4,17,796,2,-15.39,2163,2,0,entertainment,online,desktop,credit_card,US,business,not_present,regular,enterprise,3d_secure,Sunday,visa,yahoo.com,0,1046.969050593287
92.66,1751,34.76,1,7,55.75,63.2,11.21,0,28.3,0,0,0,0,26.5,20.4,14,19.6,0.232,18.8,0,847,1,29.46,1574,1,0,grocery,online,mobile_browser,bank_transfer,CN,personal,present,regular,large,pin,Friday,mastercard,other,0,1047.6998044136772
13.29,1258,29.54,4,7,8.39,9.63,37.87,29.7,8.9,0,3,0,0,261.9,64.4,1.8,20.7,0.195,19,14,597,6,3.66,76,1,0,entertainment,POS,mobile_app,digital_wallet,FR,student,present,new,enterprise,signature,Saturday,visa,gmail.com,0,1047.7431967828652
306.85,958,16.61,1,17,383.84,334.22,23.18,10.9,4.5,0,3,0,1,263.1,19.4,6.8,25.9,0.283,75.3,9,816,3,-27.37,1590,1,0,gas_station,mobile,mobile_app,digital_wallet,US,personal,not_present,regular,small,3d_secure,Tuesday,mastercard,yahoo.com,0,1047.7860720804492
98.44,1262,17.52,2,7,60.26,61.65,7.63,4.7,10.3,0,4,0,3,204.4,19,7.4,17.1,0.172,13,9,547,2,36.79,95,2,0,grocery,online,mobile_browser,bank_transfer,IN,personal,present,new,enterprise,pin,Monday,mastercard,outlook.com,0,1047.7931378608548
803.38,1346,11.93,2,13,502.42,545.05,12.69,32.7,23.6,1,2,0,0,219.2,12.6,66.1,9.8,0.446,11.3,15,845,6,258.33,2072,1,0,restaurant,POS,desktop,credit_card,FR,personal,not_present,vip,large,none,Monday,visa,outlook.com,0,1049.6114532228623
86.52,1111,7.71,1,7,77.34,78.51,3.02,3.1,9,0,1,0,0,284.6,12.1,13.1,1.2,0.602,13.6,14,685,4,8.01,1717,2,0,gas_station,mobile,mobile_browser,credit_card,US,personal,present,vip,medium,3d_secure,Saturday,mastercard,other,0,1050.3872241278114
17.76,1255,21.68,1,7,14.34,14.22,48.17,39.4,28.1,0,9,1,1,459.7,10.6,14.3,9.9,0.479,2.5,16,1009,2,3.54,1617,1,0,health,POS,mobile_browser,credit_card,DE,premium,present,new,small,signature,Wednesday,mastercard,yahoo.com,0,1050.639986756537
37.51,1149,3.25,2,7,34.34,39.76,9.12,10.6,0,0,1,0,0,380.7,28.1,9.1,19.9,0.522,10.9,15,596,4,-2.25,1513,1,0,clothing,POS,unknown,debit_card,BR,personal,present,inactive,medium,biometric,Thursday,visa,outlook.com,0,1050.8439947856505
73.37,1123,22,1,16,64.14,64.43,3.41,25,25.1,1,3,0,0,328.2,81.2,0,6.6,0.405,54.2,13,637,2,8.94,2213,1,1,grocery,POS,desktop,debit_card,US,personal,not_present,regular,small,none,Saturday,mastercard,gmail.com,0,1051.0935841270373
66.94,937,11.63,4,8,53.13,55.91,4.91,0,7.3,1,3,0,0,145,8.7,21.3,16.1,0.426,0,11,537,1,11.03,1708,3,0,gas_station,POS,tablet,debit_card,US,personal,not_present,regular,enterprise,pin,Friday,visa,gmail.com,0,1051.9578515228816
264.6,952,10.22,1,9,157.78,165.93,20.35,0,44.6,2,3,0,0,324.8,73,14.8,14,0.33,35.4,12,448,4,98.66,1522,1,0,grocery,POS,tablet,credit_card,FR,premium,present,regular,medium,3d_secure,Sunday,visa,other,0,1052.585903953106
9.89,818,3.4,0,9,12.83,11.7,10.16,96.1,24.3,1,14,0,0,168.2,26.1,3.5,5.8,0.237,12.9,14,427,3,-1.81,1945,1,0,grocery,POS,mobile_browser,debit_card,US,personal,not_present,inactive,enterprise,biometric,Wednesday,mastercard,protonmail.com,0,1052.7046921030699
37.74,1163,20.89,0,6,72.78,78.15,4.97,25,0,1,1,0,0,357.3,21.3,6.2,23.7,0.504,0,10,619,2,-40.41,2688,2,0,restaurant,online,mobile_app,credit_card,AU,personal,present,regular,enterprise,none,Tuesday,visa,gmail.com,0,1052.8156419743138
29.45,1525,34.82,1,5,21.67,18.85,13.76,11.8,19.3,2,2,0,0,383.7,34.6,4.6,0,0,5.8,16,711,3,10.6,1624,5,0,grocery,POS,tablet,credit_card,GB,personal,present,regular,medium,pin,Wednesday,visa,gmail.com,0,1052.8757180792065
11.9,1228,32.06,1,9,13.99,16.2,21.12,14.9,19.3,0,1,0,0,341.4,14,18,10.7,0.09,7,14,590,3,-4.29,1938,1,0,electronics,mobile,tablet,credit_card,CA,business,present,new,medium,biometric,Monday,mastercard,gmail.com,0,1053.501944317026
17.64,1088,12.87,0,13,26.13,23.8,0.88,0,12.5,0,2,2,0,219.2,22.8,1,12.8,0.461,20.7,9,424,4,-6.16,1855,1,0,gas_station,POS,desktop,credit_card,US,business,present,regular,small,pin,Thursday,visa,outlook.com,0,1054.3403365205759
69.45,842,35.38,2,10,41.77,43.03,40.15,15,15.1,0,2,0,2,288.5,25.7,12.1,28.9,0.389,20.2,8,945,4,26.42,2635,2,0,grocery,online,mobile_browser,credit_card,DE,personal,present,regular,enterprise,3d_secure,Friday,visa,yahoo.com,0,1054.518946331317
29.66,1356,22.4,5,11,21.25,24.86,14.68,0,44.9,0,1,0,1,428.6,15,15.2,26.3,0.24,25.7,15,441,4,4.8,1849,2,0,gas_station,ATM,mobile_app,digital_wallet,US,student,not_present,vip,large,pin,Tuesday,mastercard,gmail.com,0,1054.531223434019
11.31,935,12.89,3,12,36.92,35.01,25.18,31.1,29.5,0,2,1,0,149.4,21,11.8,17.6,0.012,64.7,5,430,5,-23.7,1556,1,0,travel,online,mobile_browser,debit_card,RU,personal,not_present,new,small,pin,Sunday,mastercard,other,0,1054.580955480344
23.78,1094,18.66,3,12,15.96,14.82,1.44,0,19.4,0,2,0,1,342.4,25.6,5.6,14.9,0.191,16.7,11,403,3,8.97,2277,1,0,electronics,POS,mobile_browser,credit_card,GB,personal,not_present,regular,large,none,Tuesday,visa,outlook.com,0,1056.5747953819898
34.22,1298,14.33,1,11,28.5,25.68,0.12,2.3,18.7,0,0,0,0,588.3,19.5,56.2,17.3,0.392,5.8,14,793,1,8.54,2386,3,0,grocery,mobile,desktop,bank_transfer,GB,premium,not_present,regular,medium,signature,Monday,mastercard,hotmail.com,0,1056.777904749866
55.96,1338,5.89,1,10,88.43,87.15,5,0,56,1,0,0,5,385.1,13.5,13,18.5,0.535,7.1,14,459,4,-31.2,1863,2,0,gas_station,POS,mobile_browser,bank_transfer,IN,personal,present,regular,enterprise,pin,Monday,visa,protonmail.com,0,1057.6283610949822
14.75,1466,22.86,1,8,15.15,15.87,12.01,42.9,23.1,0,2,0,0,520.6,24.5,13.8,31.6,0.439,6.4,15,530,10,-1.12,2512,2,0,gas_station,POS,mobile_browser,credit_card,GB,business,not_present,vip,enterprise,signature,Wednesday,discover,gmail.com,0,1058.1967219481653
44.9,1198,30.7,14,8,35.32,36.76,1.96,9.8,35.7,0,3,0,0,112.1,10,0,23,0.118,0,12,614,6,8.14,2319,2,0,restaurant,mobile,desktop,credit_card,US,premium,not_present,new,large,3d_secure,Saturday,discover,yahoo.com,0,1058.4758000585464
32.38,912,15.06,0,11,58.65,63.19,5.06,13.9,22.5,1,0,0,0,303.8,0.1,24.7,11.9,0.707,27,1,542,6,-30.8,148,2,0,restaurant,mobile,mobile_app,credit_card,DE,business,present,regular,large,signature,Tuesday,visa,other,0,1058.6093613095409
113.54,1501,10.56,1,13,110.32,104.75,3213.49,22.2,29,1,5,0,1,167.2,14.4,11.6,15,0.339,14.6,13,548,5,8.78,2245,1,0,grocery,online,mobile_app,debit_card,CN,personal,present,regular,medium,pin,Saturday,mastercard,yahoo.com,0,1058.684419161194
35.22,1045,26.07,0,6,29.03,29.78,14.23,20.7,14.1,0,1,0,0,343.7,5.2,4.8,11.3,0.482,19.5,3,511,5,5.45,1545,2,0,grocery,mobile,desktop,digital_wallet,US,premium,not_present,new,large,pin,Saturday,mastercard,yahoo.com,0,1059.2380556257121
10.4,932,26.49,1,14,22.3,19.4,12.16,7.1,37,1,2,5,1,489.1,20.7,15.3,9,0.935,13.9,7,712,8,-9,1736,2,0,clothing,POS,desktop,bank_transfer,US,personal,present,new,large,signature,Monday,mastercard,gmail.com,0,1060.102272
63.93,91,34.11,3,10,65.44,74.4,15.84,4.7,32.7,0,4,0,0,180.6,0,6.3,24.9,0.686,25.2,8,434,5,-10.47,2435,1,0,electronics,POS,mobile_app,credit_card,US,business,present,inactive,large,3d_secure,Friday,amex,gmail.com,0,1060.7011544570169
55.28,863,23.34,1,19,39.34,34.32,5.39,2.8,19.8,1,1,0,3,959.6,25.1,0,14.7,0.242,53.8,15,494,3,20.96,1643,1,0,clothing,online,mobile_app,bank_transfer,US,personal,present,vip,medium,pin,Tuesday,mastercard,protonmail.com,0,1061.139440521075
63.45,912,15.2,5,25,41.72,43.71,30.71,11.6,47.8,0,3,1,0,201.6,30.5,18.9,6.9,1,13.1,13,514,5,19.75,1835,3,0,gas_station,mobile,tablet,credit_card,GB,student,not_present,regular,large,signature,Tuesday,visa,other,0,1061.1642973417142
40.88,1642,15.91,6,7,28.06,30.8,2.93,61.9,9,1,0,0,0,441.5,12.3,11.5,0,0.344,0,15,542,11,10.08,2386,1,0,gas_station,POS,tablet,debit_card,FR,personal,present,vip,small,3d_secure,Wednesday,mastercard,gmail.com,0,1063.1695960289712
8.82,835,2.12,2,7,20.35,20.2,3.99,0,13,2,2,0,0,14.7,11.2,12.8,12.3,0.51,12.1,7,675,5,-11.37,2355,2,0,restaurant,POS,mobile_app,debit_card,US,business,present,new,large,signature,Saturday,mastercard,other,0,1064.0993531093009
66.48,1304,27.05,3,4,60.2,63.75,19.57,1.6,26.6,0,0,0,0,169.3,2.9,2.6,17.4,0.491,18.8,21,457,2,2.73,1615,1,0,travel,POS,mobile_app,bank_transfer,US,personal,not_present,new,enterprise,signature,Friday,amex,other,0,1064.3003074079106
27.6,1295,3.95,1,10,48.69,47.89,6.72,22.1,5.9,1,2,0,0,65.6,10.3,9.7,18.3,0.254,19.7,12,715,2,-20.28,3531,2,0,grocery,mobile,tablet,debit_card,CN,business,not_present,new,small,none,Monday,discover,hotmail.com,0,1066.5684209400865
19.88,811,12.71,2,7,26.18,24.99,3.05,21.6,10.2,1,2,1,0,119.5,18.2,57.5,13.5,0.312,6.8,11,691,3,-5.11,2074,1,0,gas_station,mobile,mobile_app,credit_card,CA,business,present,regular,small,pin,Thursday,amex,protonmail.com,0,1067.1026043066788
8.79,907,20.36,4,9,8.43,9.3,2.85,12,19.4,2,1,0,0,97.4,60.8,15.5,7.8,0.304,10.1,3,445,4,-0.51,1885,4,0,restaurant,online,mobile_browser,digital_wallet,GB,personal,present,regular,enterprise,biometric,Saturday,discover,yahoo.com,0,1067.6091098978648
200.1,1259,20.34,5,10,174.5,173.94,5.97,6,6.1,1,1,3,0,565.3,5.5,1.6,3.3,0.561,18.9,10,547,1,26.16,1668,3,0,entertainment,online,tablet,debit_card,US,business,present,vip,medium,pin,Tuesday,discover,gmail.com,0,1068.4087075422237
59.02,1033,28.87,0,14,44.03,38.36,47.93,8,36.4,2,1,0,0,584.8,53.9,9.2,0,0.174,0,13,473,2,20.66,2795,2,0,restaurant,online,tablet,digital_wallet,AU,personal,present,vip,small,3d_secure,Thursday,amex,gmail.com,0,1069.3773594718532
17.57,882,7.56,1,13,42.99,44.39,3.22,15.2,29.8,1,5,0,0,332,18.8,9.2,13.2,0.184,0,10,573,2,-26.82,2465,2,0,grocery,POS,unknown,credit_card,US,premium,present,vip,small,3d_secure,Monday,visa,outlook.com,0,1069.997092888487
69.69,1193,27.84,2,10,57.27,61.95,4.6,22.9,16.6,0,7,0,0,334.2,17.5,10.2,11.2,0.292,0,13,481,7,7.73,1669,3,0,restaurant,online,desktop,credit_card,DE,personal,not_present,regular,large,3d_secure,Wednesday,mastercard,hotmail.com,0,1070.0765967724356
60.18,1014,8.86,0,12,62.12,56.38,10.41,19.5,0,2,0,0,0,147.6,2.7,14.5,15.4,0.134,1.2,13,761,5,3.8,114,1,0,electronics,online,tablet,credit_card,US,personal,present,regular,medium,pin,Wednesday,visa,gmail.com,0,1070.3160752299787
23.1,1281,13.03,0,10,31.22,27.41,3.57,32,3.6,0,15,0,0,251.1,0.3,24.9,7.8,0.226,3.4,23,731,2,-4.31,1734,1,0,health,POS,desktop,digital_wallet,US,premium,not_present,vip,enterprise,pin,Sunday,mastercard,yahoo.com,0,1071.8427811037047
93.66,1464,9.84,3,5,73.7,83.77,6.31,33,22.3,0,10,0,0,286.8,21.7,11.1,24.9,0.273,31.8,12,601,8,9.89,2439,2,0,grocery,POS,unknown,credit_card,GB,personal,not_present,regular,small,none,Sunday,mastercard,gmail.com,0,1071.990331
4.27,1185,10.62,2,8,8.97,9.07,0.24,20.6,6.5,0,1,0,1,84.8,9.7,16,4,0.483,30.6,14,518,5,-4.8,1973,1,0,clothing,mobile,tablet,credit_card,GB,personal,present,regular,small,none,Thursday,mastercard,gmail.com,0,1072.2603100521294
69.88,1095,13.7,2,9,47.39,53.62,495.09,28.8,0,0,4,0,0,78,74,12.1,15,0.526,25.9,17,443,2,16.26,2165,1,0,grocery,POS,mobile_browser,debit_card,RU,personal,not_present,regular,large,pin,Saturday,visa,gmail.com,0,1072.5884562036263
85.2,860,32.9,2,30,46.69,22.03,6.89,22.7,7.6,0,1,0,0,402.7,64.4,15,4.1,0.582,18.2,10,523,5,63.18,1943,5,0,online_services,POS,desktop,debit_card,US,personal,present,regular,medium,3d_secure,Friday,discover,other,0,1072.9241349973618
9.54,116,20.68,5,17,19.93,18.58,33.75,0,35.8,1,2,2,2,382.9,0,21.7,11.3,0.424,1.3,15,466,7,-9.04,78,1,0,grocery,mobile,mobile_browser,debit_card,IN,premium,not_present,regular,medium,biometric,Tuesday,visa,hotmail.com,0,1073.4746561960822
30.7,1253,20.4,1,17,38.09,39.78,18.65,20.7,9.4,1,3,0,0,317.9,10.7,2.2,16.5,0.436,9.3,16,568,5,-9.08,1717,3,0,electronics,mobile,unknown,bank_transfer,GB,premium,present,regular,large,3d_secure,Thursday,amex,other,0,1075.1369567186746
65.27,960,17.09,3,16,84.91,89.62,10.14,83.6,2.7,1,9,0,1,408.6,11,7,0,0,0,18,526,5,-24.35,1889,1,0,grocery,POS,mobile_app,debit_card,GB,personal,present,regular,large,3d_secure,Wednesday,mastercard,outlook.com,0,1075.2966589787536
10.41,1127,21.47,2,7,17.57,19.31,1.18,37.4,34.5,3,6,0,0,250.7,9.2,19.5,12.9,0.472,15.4,22,608,4,-8.9,1989,1,0,grocery,POS,desktop,bank_transfer,US,student,present,vip,small,biometric,Sunday,visa,gmail.com,0,1075.3717927227965
850.88,1746,5.31,1,16,57.61,30.48,11.8,19.7,13.1,1,16,0,0,232.7,8.1,12.9,19.6,0.508,10,9,453,1,820.4,1802,2,0,grocery,POS,tablet,credit_card,DE,business,present,regular,small,3d_secure,Wednesday,visa,yahoo.com,0,1075.499384980895
67.13,1197,16.85,0,16,77.88,79.35,174.75,5,21.8,0,7,1,0,18.3,0,7.7,1.7,0.193,19.3,11,467,6,-12.22,1712,2,0,entertainment,online,mobile_app,credit_card,FR,student,present,inactive,small,signature,Friday,amex,gmail.com,0,1076.7636127679334
337.92,1065,8.89,3,8,136.09,61.74,2.3,0,69.4,0,3,1,1,37.9,7.1,6.4,1.5,0,0,16,774,2,276.18,1643,1,0,electronics,online,desktop,credit_card,US,personal,not_present,regular,small,biometric,Thursday,mastercard,yahoo.com,0,1077.3656087349577
57.82,1363,13.71,1,7,39.53,36.23,4.32,8,27,0,4,0,0,195.9,26.8,18.3,7.3,0.311,13.9,13,864,3,21.6,1846,1,0,grocery,mobile,mobile_browser,debit_card,BR,personal,not_present,regular,medium,signature,Friday,visa,outlook.com,0,1077.5609189661275
167.31,1407,14.76,2,11,161.56,152.55,4.08,0,37.9,2,3,0,0,29.6,1.4,15.5,2.6,0.27,3.2,11,571,4,14.76,1908,1,0,electronics,mobile,desktop,debit_card,BR,personal,not_present,inactive,large,pin,Monday,mastercard,yahoo.com,0,1078.5425870550368
32.38,1437,11.69,3,12,66.5,62.28,15.42,37.2,30.9,1,1,0,0,467.5,16.9,10.2,3.3,0.228,7.8,9,645,7,-29.9,1557,1,2,grocery,online,mobile_browser,credit_card,US,premium,not_present,regular,small,signature,Friday,visa,outlook.com,0,1079.6886361637726
150.14,889,22.18,0,18,117.55,111.5,217.03,4.9,32.4,0,4,0,0,185,0,15.6,14.5,0.52,66.3,18,644,2,38.64,1625,1,0,gas_station,POS,mobile_app,debit_card,US,premium,not_present,vip,large,signature,Tuesday,visa,gmail.com,0,1080.7756420780015
15.12,1166,0.4,3,12,41.4,39.84,4.62,47.5,16.6,0,0,0,2,253.1,23.1,6.8,13.5,0.322,10.6,10,535,6,-24.71,2325,2,0,grocery,POS,mobile_app,credit_card,FR,personal,present,inactive,small,biometric,Tuesday,amex,gmail.com,0,1082.2328338131006
118.79,1441,13.55,3,13,72.31,83.16,3.95,10.5,4.3,2,0,0,0,172.8,0,2.1,23.5,0.24,8.1,15,570,0,35.62,1620,2,0,gas_station,POS,desktop,credit_card,CN,business,not_present,regular,large,pin,Monday,visa,gmail.com,0,1082.401425065101
262.22,1065,17.05,1,6,173.65,167.83,1.79,8.6,54.4,0,0,0,0,1015.4,22.2,5,11.8,0.641,100,13,426,6,94.39,3011,7,0,gas_station,POS,desktop,credit_card,US,student,present,regular,enterprise,3d_secure,Wednesday,visa,outlook.com,0,1083.2172926331784
13.97,955,19.24,1,11,12.25,10.85,17.3,0,20,0,3,1,0,582.3,15.2,30.4,12.7,0.467,24.6,8,666,3,3.12,1545,3,0,online_services,mobile,mobile_app,credit_card,JP,business,present,regular,small,signature,Saturday,visa,yahoo.com,0,1083.5752603437327
114.24,946,18.46,2,9,94.06,88.16,38.72,27.2,9.3,0,1,0,1,291.7,17.1,7.3,16.6,0.339,19.5,4,513,2,26.08,1763,2,0,restaurant,ATM,desktop,credit_card,US,premium,present,regular,large,pin,Friday,visa,other,0,1084.6454479742354
70.01,966,9.8,2,8,112.44,112.12,7.73,8.8,42.5,2,2,0,0,236.3,36.3,21.7,9.2,0.49,73.7,17,762,4,-42.11,1766,1,0,electronics,online,desktop,digital_wallet,US,business,not_present,regular,small,3d_secure,Tuesday,visa,gmail.com,0,1085.4016280793576
53.07,919,20.95,1,11,56.4,59.8,20.54,17.8,9.3,0,2,0,0,671.9,16.6,16.3,14.7,0.157,14.5,22,466,3,-6.72,2620,3,0,clothing,POS,mobile_app,credit_card,FR,student,not_present,regular,enterprise,signature,Sunday,discover,yahoo.com,0,1086.2705311565996
451.95,1307,9.45,1,8,266.49,143.7,83.7,12.1,20.2,1,2,0,1,168.6,12.7,6.4,18.7,0.161,2.1,16,406,0,308.26,1504,3,0,entertainment,online,mobile_app,digital_wallet,GB,personal,present,new,small,signature,Monday,discover,yahoo.com,0,1086.8897299871965
26.73,174,1.85,0,8,22.9,20.19,13.28,0,27.2,0,3,0,1,188.6,4.4,15.6,7.7,0.147,7,8,540,5,6.54,1755,2,0,grocery,POS,mobile_app,digital_wallet,DE,personal,present,inactive,small,3d_secure,Saturday,amex,gmail.com,0,1087.0030157018184
21.56,1282,18.88,2,7,16.83,18.2,224.72,6.9,27.8,1,1,0,0,396.1,18.3,6.5,11.1,0.155,36.8,17,479,6,3.36,2536,3,0,grocery,online,desktop,credit_card,CN,personal,present,vip,large,biometric,Friday,mastercard,other,0,1087.4597755758498
160.71,1953,15.39,0,5,149.82,160.15,18.63,0,10.4,0,1,0,1,121.7,7.5,12.1,30.3,0.039,0,15,465,1,0.56,106,3,0,restaurant,POS,mobile_app,debit_card,BR,business,present,inactive,medium,3d_secure,Tuesday,visa,gmail.com,0,1089.8829730009595
14.54,852,15.32,0,9,36.72,33.64,4.82,11.4,23.4,0,2,0,0,212.9,11.2,24.4,8.4,0.59,22.7,20,635,2,-19.1,2250,3,0,entertainment,mobile,tablet,debit_card,GB,personal,not_present,regular,medium,3d_secure,Monday,visa,other,0,1091.4900366460038
